id,datetime,chA_VIR_Recipe_Name,chA_VIR_Step_Name,chA_Recipe_Curr_Chamber_Status,chA_VIR_Step_Number,chA_Recipe_ProcessTimeELPS,chA_Recipe_Step_Actual_Time,chA_Recipe_CurrStep_MaxStepTime,chA_Recipe_CurrStep_EndPoint,DeviceID,Communication State,ControlState,ChangedECID,ChangedECVal,CTC_chA_WaferNo,CTC_chA_WaferProductCount,CTC_chA_WaferTotalProductCount,CTC_chA_CarrID,CTC_chA_LotID,CTC_chA_SeqRcpID,CTC_chA_ProcRcpID,CTC_chA_PeriodicSoFarThickness,CTC_chA_SequenceSoFarThickness,CTC_chA_PeriodicSoFar,chA_AO_mfc1_setpoint_SiH2Cl2,chA_AI_mfc1_flow_SiH2Cl2,chA_AO_mfc2_setpoint_Si2H6,chA_AI_mfc2_flow_Si2H6,chA_AO_mfc3_setpoint_N2O,chA_AI_mfc3_flow_N2O,chA_AO_mfc4_setpoint,chA_AI_mfc4_flow,chA_AO_mfc5_setpoint,chA_AI_mfc5_flow,chA_AO_mfc6_setpoint,chA_AI_mfc6_flow,chA_AO_mfc7_setpoint,chA_AI_mfc7_flow,chA_AO_mfc8_setpoint_NF3,chA_AI_mfc8_flow_NF3,chA_AO_mfc9_setpoint_Ar,chA_AI_mfc9_flow_Ar,chA_AO_mfc10_setpoint_TN2,chA_AI_mfc10_flow_TN2,chA_AO_mfc11_setpoint_BN2,chA_AI_mfc11_flow_BN2,chA_AO_mfc12_setpoint,chA_AI_mfc12_flow,chA_AO_RPS_Power_Setpoint,chA_AI_RPS_Delivery_Power,chA_AI_Heater_Current_Center,chA_AI_Heater_Voltage_Center,chA_AI_HEATER_CURRENT_EDGE,chA_AI_HEATER_VOLTAGE_EDGE,chA_VIR_Heater_Temp_Set,chA_VIR_Heater_Temp,chA_VIR_APC_Setpoint,chA_VIR_APC_Position,chA_VIR_APC_STEP,chA_AI_Leak_Gauge_Pressure,chA_AI_Manometer_Pressure,chA_AI_ATM_Pressure,chA_AI_Foreline_TC_Pressure,TMC_VIR_chA_Pressure,chA_VIR_HeatExchanger_Temp_Set,chA_VIR_HeatExchanger_Temp,chA_VIR_HeatExchanger_Resist,chA_VIR_Heater_Power_Center,chA_VIR_Heater_Power_Edge,chA_VIR_Heater_Center_Edge_Power_Rate,RF POWER ON/OFF,USER RF SET,FORWARD POWER,REFLECT POWER,RF OFF/ON And ALARM,PRESET1 C1(Load),C1(LOAD) POSITION STATUS,PRESET1 C2(Tune),C2(TUNE) POSITION STATUS,C3(AUX) POSITION STATUS,OUTPUT VDC STATUS,OUTPUT VOLTAGE,OUTPUT CURRENT
41182,23/06/26 13:38:09,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.1,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,3.65,0,1.58,0,0,0,0,9,57.2,9,57.2,400,400.6,OPEN,OPEN,100,9.2,1,183.1,37.8,8,65,65.0219834,22960429.9,514.8,514.8,1,,,,,0,30,30,75,75,0,0,0,0
41183,23/06/26 13:38:10,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.1,0,2.44,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,3.25,0,1.62,0,0,0,0,9.1,57.3,9.1,57.3,400,400.6,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.1196873,22960429.9,521.43,521.43,0.989011,,,,,0,30,30,75,75,0,0,0,0
41184,23/06/26 13:38:11,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.08,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.01,0,3.65,0,1.62,0,0,0,0,9,57.3,9,57.3,400,400.5,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.1196873,22960429.9,515.7,515.7,1,,,,,0,30,30,75,75,0,0,0,0
41185,23/06/26 13:38:12,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.08,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.01,0,3.65,0,1.54,0,0,0,0,9,57.3,9,57.3,400,400.5,OPEN,OPEN,100,8.5,1,122.1,36.6,8,65,65.2173913,22960429.9,515.7,515.7,1,,,,,0,30,30,75,75,0,0,0,0
41186,23/06/26 13:38:13,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.08,0,3.25,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.65,0,1.58,0,0,0,0,9,57.3,9,57.3,400,400.5,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.2173913,22960429.9,515.7,515.7,1,,,,,0,30,30,75,75,0,0,0,0
41187,23/06/26 13:38:14,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.06,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.25,0,1.66,0,0,0,0,9.1,57.4,9.1,57.4,400,400.5,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,522.34,522.34,1,,,,,0,30,30,75,75,0,0,0,0
41188,23/06/26 13:38:15,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.06,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.25,0,1.66,0,0,0,0,9.1,57.4,9.1,57.4,400,400.5,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,522.34,522.34,1,,,,,0,30,30,75,75,0,0,0,0
41189,23/06/26 13:38:16,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.08,0,1.62,0,0,0,0,0,0,0,0,0,0.41,0,-2.03,0,2.84,0,1.79,0,0,0,0,9.1,57.4,9.1,57.4,400,400.5,OPEN,OPEN,100,9.2,1,183.1,37.8,9,65,65.2173913,22960429.9,522.34,522.34,1,,,,,0,30,30,75,75,0,0,0,0
41190,23/06/26 13:38:17,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.06,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,3.65,0,1.7,0,0,0,0,9.1,57.4,9.1,57.3,400,400.5,OPEN,OPEN,100,9.2,1,183.1,36.6,9,65,65.2173913,22960429.9,522.34,521.43,0.9982578,,,,,0,30,30,75,75,0,0,0,0
41191,23/06/26 13:38:18,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.1,0,2.44,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,3.25,0,1.62,0,0,0,0,9.1,57.4,9.1,57.4,400,400.4,OPEN,OPEN,100,8.5,1,183.1,36.6,9,65,65.2173913,22960429.9,522.34,522.34,1,,,,,0,30,30,75,75,0,0,0,0
41192,23/06/26 13:38:19,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.08,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-0.81,0,3.65,0,1.62,0,0,0,0,9.1,57.5,9.1,57.5,400,400.4,OPEN,OPEN,100,8.5,1,183.1,36.6,9,65,65.2173913,22960429.9,523.25,523.25,1,,,,,0,30,30,75,75,0,0,0,0
41193,23/06/26 13:38:20,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.06,0,0.81,0,0,0,0,0,0,0,0,0,0.61,0,-0.41,0,3.65,0,1.62,0,0,0,0,9.1,57.5,9.1,57.5,400,400.4,OPEN,OPEN,100,9.2,1,183.1,37.8,8,65,65.2173913,22960429.9,523.25,523.25,1,,,,,0,30,30,75,75,0,0,0,0
41194,23/06/26 13:38:21,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,3.25,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,2.84,0,1.58,0,0,0,0,9.1,57.6,9.1,57.6,400,400.4,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.1196873,22960429.9,524.16,524.16,1,,,,,0,30,30,75,75,0,0,0,0
41195,23/06/26 13:38:22,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.08,0,3.25,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,3.65,0,1.58,0,0,0,0,9.1,57.6,9.1,57.6,400,400.4,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.0219834,22960429.9,524.16,524.16,1,,,,,0,30,30,75,75,0,0,0,0
41196,23/06/26 13:38:23,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.06,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.01,0,3.25,0,1.62,0,0,0,0,9.1,57.5,9.1,57.5,400,400.3,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.0219834,22960429.9,523.25,523.25,1,,,,,0,30,30,75,75,0,0,0,0
41197,23/06/26 13:38:24,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.06,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.01,0,3.25,0,1.62,0,0,0,0,9.1,57.5,9.1,57.5,400,400.3,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.0219834,22960429.9,523.25,523.25,1,,,,,0,30,30,75,75,0,0,0,0
41198,23/06/26 13:38:25,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,4.06,0,1.58,0,0,0,0,9.1,57.6,9.1,57.6,400,400.3,OPEN,OPEN,100,9.2,1,183.1,37.8,9,65,65.0219834,22960429.9,524.16,524.16,1,,,,,0,30,30,75,75,0,0,0,0
41199,23/06/26 13:38:26,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,0.81,0,0,0,0,0,0,0,0,0,0.61,0,-1.01,0,3.65,0,1.66,0,0,0,0,9.1,57.7,9.1,57.7,400,400.3,OPEN,OPEN,100,8.5,1,183.1,37.8,9,65,64.9242794,22960429.9,525.07,525.07,1,,,,,0,30,30,75,75,0,0,0,0
41200,23/06/26 13:38:27,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.06,0,1.62,0,0,0,0,0,0,0,0,0,0.41,0,-0.81,0,3.25,0,1.62,0,0,0,0,9.1,57.6,9.1,57.6,400,400.3,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,64.9242794,22960429.9,524.16,524.16,1,,,,,0,30,30,75,75,0,0,0,0
41201,23/06/26 13:38:28,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,2.44,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,3.25,0,1.58,0,0,0,0,9.1,57.6,9.1,57.6,400,400.3,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.0219834,22960429.9,524.16,524.16,1,,,,,0,30,30,75,75,0,0,0,0
41202,23/06/26 13:38:29,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.06,0,3.25,0,0,0,0,0,0,0,0,0,0.61,0,-0.81,0,3.25,0,1.58,0,0,0,0,9.1,57.9,9.1,57.8,400,400.3,OPEN,OPEN,100,8.5,1,183.1,37.8,9,65,65.0219834,22960429.9,526.89,525.98,0.9982729,,,,,0,30,30,75,75,0,0,0,0
41203,23/06/26 13:38:30,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-0.81,0,3.25,0,1.66,0,0,0,0,9.1,57.9,9.1,57.9,400,400.2,OPEN,OPEN,100,9.2,1,183.1,37.8,8,65,65.0219834,22960429.9,526.89,526.89,1,,,,,0,30,30,75,75,0,0,0,0
41204,23/06/26 13:38:31,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,1.62,0,0,0,0,0,0,0,0,0,0.41,0,-1.62,0,3.25,0,1.7,0,0,0,0,9.2,58,9.2,58,400,400.2,OPEN,OPEN,100,8.5,1,244.2,37.8,8,65,65.0219834,22960429.9,533.6,533.6,1,,,,,0,30,30,75,75,0,0,0,0
41205,23/06/26 13:38:32,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,3.25,0,1.42,0,0,0,0,9.2,58,9.2,58,400,400.2,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.1196873,22960429.9,534.52,533.6,1,,,,,0,30,30,75,75,0,0,0,0
41206,23/06/26 13:38:33,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.42,0,3.25,0,1.42,0,0,0,0,9.2,58,9.2,58,400,400.2,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.1196873,22960429.9,534.52,533.6,1,,,,,0,30,30,75,75,0,0,0,0
41207,23/06/26 13:38:34,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,3.25,0,1.66,0,0,0,0,9.2,58,9.2,58,400,400.2,OPEN,OPEN,100,9.2,1,183.1,37.8,8,65,65.1196873,22960429.9,533.6,533.6,1,,,,,0,30,30,75,75,0,0,0,0
41208,23/06/26 13:38:35,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-0.61,0,3.25,0,1.58,0,0,0,0,9.2,58.1,9.2,58.1,400,400.2,OPEN,OPEN,100,9.2,1,183.1,37.8,9,65,65.2173913,22960429.9,534.52,534.52,1,,,,,0,30,30,75,75,0,0,0,0
41209,23/06/26 13:38:36,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,0.81,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,3.65,0,1.62,0,0,0,0,9.2,58.1,9.2,58.1,400,400.2,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,534.52,534.52,1,,,,,0,30,30,75,75,0,0,0,0
41210,23/06/26 13:38:37,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,-0.81,0,0,0,0,0,0,0,0,0,0.61,0,-1.01,0,3.65,0,1.7,0,0,0,0,9.2,58.2,9.2,58.2,400,400.2,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.2173913,22960429.9,536.36,535.44,1,,,,,0,30,30,75,75,0,0,0,0
41211,23/06/26 13:38:38,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,3.65,0,1.58,0,0,0,0,9.2,58.3,9.2,58.2,400,400.2,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,536.36,536.36,1,,,,,0,30,30,75,75,0,0,0,0
41212,23/06/26 13:38:39,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.62,0,3.65,0,1.7,0,0,0,0,9.2,58.4,9.2,58.4,400,400.1,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,537.28,537.28,1,,,,,0,30,30,75,75,0,0,0,0
41213,23/06/26 13:38:40,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.65,0,1.66,0,0,0,0,9.2,58.5,9.2,58.5,400,400.1,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,538.2,538.2,1,,,,,0,30,30,75,75,0,0,0,0
41214,23/06/26 13:38:41,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-0.81,0,3.25,0,1.58,0,0,0,0,9.2,58.4,9.2,58.4,400,400.1,OPEN,OPEN,100,8.5,1,183.1,36.6,9,65,65.1196873,22960429.9,537.28,537.28,1,,,,,0,30,30,75,75,0,0,0,0
41215,23/06/26 13:38:42,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-0.81,0,3.25,0,1.58,0,0,0,0,9.2,58.4,9.2,58.4,400,400.1,OPEN,OPEN,100,8.5,1,183.1,36.6,9,65,65.1196873,22960429.9,537.28,537.28,1,,,,,0,30,30,75,75,0,0,0,0
41216,23/06/26 13:38:43,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,1.62,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.25,0,1.7,0,0,0,0,9.3,58.6,9.3,58.6,400,400.1,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.1196873,22960429.9,544.98,544.98,1,,,,,0,30,30,75,75,0,0,0,0
41217,23/06/26 13:38:44,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,0.81,0,0,0,0,0,0,0,0,0,0.61,0,-1.62,0,3.65,0,1.66,0,0,0,0,9.3,58.7,9.3,58.7,400,400.1,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.0219834,22960429.9,545.91,545.91,1,,,,,0,30,30,75,75,0,0,0,0
41218,23/06/26 13:38:45,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.25,0,1.62,0,0,0,0,9.3,58.7,9.3,58.6,400,400.1,OPEN,OPEN,100,8.5,1,244.2,37.8,9,65,65.0219834,22960429.9,545.91,544.98,0.9982964,,,,,0,30,30,75,75,0,0,0,0
41219,23/06/26 13:38:46,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,2.44,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,3.25,0,1.7,0,0,0,0,9.3,58.7,9.3,58.7,400,400.1,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.0219834,22960429.9,545.91,545.91,1,,,,,0,30,30,75,75,0,0,0,0
41220,23/06/26 13:38:47,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,2.44,0,0,0,0,0,0,0,0,0,0.61,0,-1.42,0,3.25,0,1.7,0,0,0,0,9.3,59,9.3,59,400,400,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,64.9242794,22960429.9,548.7,548.7,1,,,,,0,30,30,75,75,0,0,0,0
41221,23/06/26 13:38:48,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,2.44,0,0,0,0,0,0,0,0,0,0.41,0,-1.62,0,3.65,0,1.62,0,0,0,0,9.3,58.9,9.3,58.9,400,400,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,64.9242794,22960429.9,548.7,548.7,1,,,,,0,30,30,75,75,0,0,0,0
41222,23/06/26 13:39:49,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-0.81,0,3.65,0,1.83,0,0,0,0,9.3,59,9.3,58.9,400,400,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,64.9242794,22960429.9,547.77,547.77,0.9983051,,,,,0,30,30,75,75,0,0,0,0
41223,23/06/26 13:39:50,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,2.44,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,3.25,0,1.54,0,0,0,0,9.3,59,9.3,59,400,400,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,64.9242794,22960429.9,548.7,548.7,1,,,,,0,30,30,75,75,0,0,0,0
41224,23/06/26 13:39:51,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,3.65,0,1.58,0,0,0,0,9.3,59.1,9.3,59,400,400,OPEN,OPEN,100,7.9,1,183.1,37.8,8,65,64.9242794,22960429.9,548.7,548.7,1,,,,,0,30,30,75,75,0,0,0,0
41225,23/06/26 13:39:52,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,3.65,0,1.58,0,0,0,0,9.3,59.1,9.3,59,400,400,OPEN,OPEN,100,7.9,1,183.1,37.8,8,65,64.9242794,22960429.9,548.7,548.7,1,,,,,0,30,30,75,75,0,0,0,0
41226,23/06/26 13:39:53,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.04,0,1.62,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.65,0,1.66,0,0,0,0,9.3,59.1,9.3,59.1,400,400,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.0219834,22960429.9,549.63,549.63,1,,,,,0,30,30,75,75,0,0,0,0
41227,23/06/26 13:39:54,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-0.81,0,3.25,0,1.58,0,0,0,0,9.3,59,9.3,59,400,400,OPEN,OPEN,100,8.5,1,244.2,37.8,8,65,65.0219834,22960429.9,548.7,548.7,0.998308,,,,,0,30,30,75,75,0,0,0,0
41228,23/06/26 13:39:55,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.65,0,1.62,0,0,0,0,9.4,59.3,9.4,59.3,400,400,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.0219834,22960429.9,557.42,557.42,1,,,,,0,30,30,75,75,0,0,0,0
41229,23/06/26 13:39:56,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0.61,0,-1.01,0,3.25,0,1.66,0,0,0,0,9.4,59.4,9.4,59.4,400,399.9,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.0219834,22960429.9,558.36,558.36,1,,,,,0,30,30,75,75,0,0,0,0
41230,23/06/26 13:39:57,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0.02,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-0.81,0,3.65,0,1.66,0,0,0,0,9.4,59.5,9.4,59.5,400,399.9,OPEN,OPEN,100,8.5,1,183.1,36.6,8,65,65.1196873,22960429.9,559.3,559.3,1,,,,,0,30,30,75,75,0,0,0,0
41231,23/06/26 13:39:58,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,-0.81,0,3.25,0,1.7,0,0,0,0,9.4,59.4,9.4,59.4,400,399.9,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,558.36,558.36,1,,,,,0,30,30,75,75,0,0,0,0
41232,23/06/26 13:39:59,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0.41,0,-1.01,0,3.25,0,1.62,0,0,0,0,9.4,59.6,9.4,59.6,400,399.9,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,560.24,560.24,1,,,,,0,30,30,75,75,0,0,0,0
41233,23/06/26 13:40:00,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,3.25,0,1.54,0,0,0,0,9.4,59.7,9.4,59.6,400,399.9,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,561.18,560.24,0.998325,,,,,0,30,30,75,75,0,0,0,0
41234,23/06/26 13:40:01,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,-0.02,0,0,0,0,0,0,0,0,0,0,0,0.41,0,-1.22,0,3.25,0,1.54,0,0,0,0,9.4,59.7,9.4,59.6,400,399.9,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,561.18,560.24,0.998325,,,,,0,30,30,75,75,0,0,0,0
41235,23/06/26 13:40:02,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0,0,-0.81,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,3.65,0,1.58,0,0,0,0,9.4,59.7,9.4,59.7,400,399.9,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,561.18,561.18,1,,,,,0,30,30,75,75,0,0,0,0
41236,23/06/26 13:40:03,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,-0.02,0,2.44,0,0,0,0,0,0,0,0,0,0.41,0,-1.62,0,3.25,0,1.58,0,0,0,0,9.4,59.7,9.4,59.7,400,399.9,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.2173913,22960429.9,561.18,561.18,1,,,,,0,30,30,75,75,0,0,0,0
41237,23/06/26 13:40:04,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0.61,0,-1.22,0,3.65,0,1.58,0,0,0,0,9.4,59.7,9.4,59.7,400,399.9,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.1196873,22960429.9,561.18,561.18,1,,,,,0,30,30,75,75,0,0,0,0
41238,23/06/26 13:40:05,,,Idle,0,--,0,0,,0,2,4,0,,0,1069,131478,,,,,5000,0,1054,0,0,0,-0.02,0,0.81,0,0,0,0,0,0,0,0,0,0.61,0,-0.61,0,3.25,0,1.62,0,0,0,0,9.4,59.8,9.4,59.8,400,399.9,OPEN,OPEN,100,8.5,1,183.1,37.8,8,65,65.1196873,22960429.9,562.12,562.12,1,,,,,0,30,30,75,75,0,0,0,0
